,index,power,Date.Time,Date,Time,year,month.April,month.August,month.December,month.February,month.January,month.July,month.June,month.March,month.May,month.November,month.October,month.September,day.of.week.Friday,day.of.week.Monday,day.of.week.Saturday,day.of.week.Sunday,day.of.week.Thursday,day.of.week.Tuesday,day.of.week.Wednesday,day.of.year,day.of.month,week,week.of.month,quarter.Q1,quarter.Q2,quarter.Q3,quarter.Q4,hour,Temperature,Dew.Point,Humidity,Speed,Gust,Pressure,Precip.Rate,Precip.Gauge,holiday.No,predict_pow,holiday.Yes,num.classes,num.students
25973,25974,404.342976888021,2017-04-19 14:00:00,2017-04-19,02:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,19,16,3,0,1,0,0,14,72.5,60.5,66,0,15,30.25,0.0,0.01,1,347.94683837890625,0,52,1308
25974,25975,394.07757059733103,2017-04-19 15:00:00,2017-04-19,03:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,19,16,3,0,1,0,0,15,75.1,60.3,60,6,9,30.23,0.0,0.01,1,356.7959899902344,0,76,1590
25975,25976,374.08007303873705,2017-04-19 16:00:00,2017-04-19,04:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,19,16,3,0,1,0,0,16,76.1,60.3,58,5,12,30.21,0.0,0.01,1,348.4031677246094,0,49,1386
25976,25977,341.103505452474,2017-04-19 17:00:00,2017-04-19,05:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,19,16,3,0,1,0,0,17,77.4,60.5,56,0,5,30.19,0.0,0.01,1,342.8241882324219,0,45,1292
25977,25978,345.637898763021,2017-04-19 18:00:00,2017-04-19,06:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,19,16,3,0,1,0,0,18,77.0,60.1,56,1,11,30.18,0.0,0.01,1,340.8822021484375,0,38,1048
25978,25979,367.936477661133,2017-04-19 19:00:00,2017-04-19,07:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,19,16,3,0,1,0,0,19,76.5,59.7,56,0,8,30.18,0.0,0.01,1,344.236572265625,0,14,649
25979,25980,377.100926717122,2017-04-19 20:00:00,2017-04-19,08:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,19,16,3,0,1,0,0,20,75.6,61.2,61,0,10,30.19,0.0,0.01,1,337.03741455078125,0,6,297
25980,25981,368.98528544108103,2017-04-19 21:00:00,2017-04-19,09:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,19,16,3,0,1,0,0,21,72.8,62.9,71,0,11,30.2,0.0,0.01,1,333.7439270019531,0,5,102
25981,25982,355.167470296224,2017-04-19 22:00:00,2017-04-19,10:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,19,16,3,0,1,0,0,22,70.9,63.0,76,0,9,30.22,0.0,0.01,1,321.06097412109375,0,0,0
25982,25983,351.201797485352,2017-04-19 23:00:00,2017-04-19,11:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109,19,16,3,0,1,0,0,23,69.4,63.0,80,0,10,30.23,0.0,0.01,1,320.42236328125,0,0,0
25983,25984,337.43767801920603,2017-04-20 00:00:00,2017-04-20,12:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,0,68.3,62.6,82,6,13,30.22,0.0,0.01,1,297.4002990722656,0,0,0
25984,25985,333.01816813151004,2017-04-20 01:00:00,2017-04-20,01:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,1,67.3,62.3,84,5,15,30.22,0.0,0.01,1,287.9477233886719,0,0,0
25985,25986,318.046239217122,2017-04-20 02:00:00,2017-04-20,02:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,2,66.1,61.8,86,2,14,30.2,0.0,0.0,1,285.30438232421875,0,0,0
25986,25987,300.957473754883,2017-04-20 03:00:00,2017-04-20,03:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,3,64.8,60.8,87,2,8,30.19,0.0,0.0,1,279.0179138183594,0,0,0
25987,25988,298.020207722982,2017-04-20 04:00:00,2017-04-20,04:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,4,64.5,60.5,87,0,3,30.2,0.0,0.0,1,279.0837097167969,0,0,0
25988,25989,305.83029683431,2017-04-20 05:00:00,2017-04-20,05:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,5,63.9,60.3,88,5,5,30.19,0.0,0.0,1,278.4391784667969,0,0,0
25989,25990,309.296839396159,2017-04-20 06:00:00,2017-04-20,06:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,6,63.9,60.6,89,0,0,30.2,0.0,0.0,1,279.8148498535156,0,0,0
25990,25991,287.200269063314,2017-04-20 07:00:00,2017-04-20,07:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,7,63.7,60.1,88,0,6,30.2,0.0,0.0,1,282.4764404296875,0,0,0
25991,25992,321.92084757487004,2017-04-20 08:00:00,2017-04-20,08:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,8,63.5,59.9,88,3,6,30.22,0.0,0.0,1,284.92254638671875,0,5,145
25992,25993,322.379867553711,2017-04-20 09:00:00,2017-04-20,09:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,9,64.3,59.7,85,0,5,30.22,0.0,0.0,1,290.2441711425781,0,5,145
25993,25994,320.53867594401004,2017-04-20 10:00:00,2017-04-20,10:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,10,67.3,59.5,76,3,9,30.21,0.0,0.0,1,298.35040283203125,0,15,602
25994,25995,326.444259643555,2017-04-20 11:00:00,2017-04-20,11:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,11,73.5,60.2,63,0,5,30.2,0.0,0.0,1,282.4386901855469,0,16,619
25995,25996,348.90126546223996,2017-04-20 12:00:00,2017-04-20,12:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,12,76.1,60.3,58,0,6,30.18,0.0,0.0,1,289.41986083984375,0,23,842
25996,25997,361.47987874348996,2017-04-20 13:00:00,2017-04-20,01:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,13,79.9,59.0,49,5,7,30.16,0.0,0.0,1,295.263916015625,0,25,851
25997,25998,377.392110188802,2017-04-20 14:00:00,2017-04-20,02:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,14,82.0,57.3,43,0,6,30.13,0.0,0.0,1,330.43890380859375,0,40,931
25998,25999,379.194951375326,2017-04-20 15:00:00,2017-04-20,03:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,15,82.0,56.0,41,0,1,30.1,0.0,0.0,1,339.7767028808594,0,72,1905
25999,26000,389.650253295898,2017-04-20 16:00:00,2017-04-20,04:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,16,83.0,56.2,40,0,10,30.07,0.0,0.0,1,330.98101806640625,0,45,1223
26000,26001,375.95909627278604,2017-04-20 17:00:00,2017-04-20,05:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,17,81.6,55.6,41,4,6,30.05,0.0,0.0,1,342.7275390625,0,41,1001
26001,26002,350.58812967936205,2017-04-20 18:00:00,2017-04-20,06:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,18,73.9,63.1,69,0,0,30.06,0.0,0.0,1,341.68121337890625,0,46,1204
26002,26003,372.016286214193,2017-04-20 19:00:00,2017-04-20,07:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,19,77.6,59.1,53,0,0,30.05,0.0,0.0,1,332.3868713378906,0,12,286
26003,26004,369.391799926758,2017-04-20 20:00:00,2017-04-20,08:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,20,76.5,60.2,57,0,0,30.05,0.0,0.0,1,323.4595642089844,0,7,85
26004,26005,361.79391479492205,2017-04-20 21:00:00,2017-04-20,09:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,21,74.9,60.6,61,0,0,30.06,0.0,0.0,1,312.7613830566406,0,5,62
26005,26006,343.960632324219,2017-04-20 22:00:00,2017-04-20,10:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,22,74.0,61.1,64,0,0,30.07,0.0,0.0,1,306.1740417480469,0,0,0
26006,26007,336.26877339681,2017-04-20 23:00:00,2017-04-20,11:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,20,16,3,0,1,0,0,23,74.4,60.1,61,0,0,30.07,0.0,0.0,1,304.8762512207031,0,0,0
26007,26008,331.69362894694,2017-04-21 00:00:00,2017-04-21,12:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,0,74.0,60.6,63,0,1,30.05,0.0,0.0,1,287.2442321777344,0,0,0
26008,26009,327.716786702474,2017-04-21 01:00:00,2017-04-21,01:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,1,71.6,63.6,76,0,0,30.06,0.0,0.0,1,278.7270202636719,0,0,0
26009,26010,318.798248291016,2017-04-21 02:00:00,2017-04-21,02:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,2,71.3,63.0,75,2,5,30.04,0.0,0.0,1,275.2174072265625,0,0,0
26010,26011,307.11506652832,2017-04-21 03:00:00,2017-04-21,03:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,3,69.6,63.5,81,0,0,30.02,0.0,0.0,1,268.53326416015625,0,0,0
26011,26012,296.794474283854,2017-04-21 04:00:00,2017-04-21,04:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,4,68.6,61.5,78,0,0,30.01,0.0,0.0,1,268.7435607910156,0,0,0
26012,26013,301.48350524902304,2017-04-21 05:00:00,2017-04-21,05:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,5,68.3,60.8,77,0,0,30.01,0.0,0.0,1,268.7435607910156,0,0,0
26013,26014,308.306193033854,2017-04-21 06:00:00,2017-04-21,06:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,6,67.1,60.0,78,0,3,30.02,0.0,0.0,1,269.1087951660156,0,0,0
26014,26015,299.67849222819,2017-04-21 07:00:00,2017-04-21,07:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,7,66.4,59.7,79,0,0,30.03,0.0,0.0,1,275.6708679199219,0,0,0
26015,26016,311.535039265951,2017-04-21 08:00:00,2017-04-21,08:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,8,67.6,60.5,78,0,0,30.03,0.0,0.0,1,279.4820556640625,0,7,136
26016,26017,320.168696085612,2017-04-21 09:00:00,2017-04-21,09:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,9,72.0,61.3,69,0,0,30.03,0.0,0.0,1,284.55487060546875,0,25,769
26017,26018,320.561365763346,2017-04-21 10:00:00,2017-04-21,10:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,10,76.8,60.4,57,0,3,30.02,0.0,0.0,1,295.4830627441406,0,33,1257
26018,26019,315.55669148762996,2017-04-21 11:00:00,2017-04-21,11:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,11,80.9,59.4,48,0,0,30.01,0.0,0.0,1,297.9878234863281,0,38,1323
26019,26020,325.24055480957,2017-04-21 12:00:00,2017-04-21,12:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,12,82.4,58.3,44,3,11,30.01,0.0,0.0,1,307.4127197265625,0,38,958
26020,26021,326.648590087891,2017-04-21 13:00:00,2017-04-21,01:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,13,83.4,57.3,41,0,7,30.0,0.0,0.0,1,285.06829833984375,0,22,692
26021,26022,330.204920450846,2017-04-21 14:00:00,2017-04-21,02:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,14,84.1,56.5,39,0,1,29.97,0.0,0.0,1,282.4064636230469,0,22,607
26022,26023,327.08095296223996,2017-04-21 15:00:00,2017-04-21,03:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,15,85.7,54.1,34,0,5,29.94,0.0,0.0,1,291.156982421875,0,18,413
26023,26024,331.4755859375,2017-04-21 16:00:00,2017-04-21,04:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,16,84.0,55.0,37,4,18,29.9,0.0,0.0,1,288.6683654785156,0,13,389
26024,26025,318.679840087891,2017-04-21 17:00:00,2017-04-21,05:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,17,83.6,55.3,38,0,1,29.88,0.0,0.0,1,287.57342529296875,0,9,413
26025,26026,308.67413838704397,2017-04-21 18:00:00,2017-04-21,06:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,18,83.6,57.4,41,3,11,29.87,0.0,0.0,1,283.31390380859375,0,5,277
26026,26027,311.16585286458303,2017-04-21 19:00:00,2017-04-21,07:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,19,82.4,56.4,41,0,15,29.88,0.0,0.0,1,285.7939758300781,0,0,0
26027,26028,317.42702738444,2017-04-21 20:00:00,2017-04-21,08:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,20,80.3,56.4,44,0,4,29.89,0.0,0.0,1,285.0614929199219,0,0,0
26028,26029,308.450159708659,2017-04-21 21:00:00,2017-04-21,09:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,21,77.9,56.1,47,0,4,29.9,0.0,0.0,1,281.6150207519531,0,0,0
26029,26030,302.42413330078097,2017-04-21 22:00:00,2017-04-21,10:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,22,76.5,55.9,49,0,1,29.9,0.0,0.0,1,278.8134765625,0,0,0
26030,26031,306.699554443359,2017-04-21 23:00:00,2017-04-21,11:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,111,21,16,3,0,1,0,0,23,75.3,55.9,51,0,6,29.91,0.0,0.0,1,280.4288635253906,0,0,0
26031,26032,299.07795715332,2017-04-22 00:00:00,2017-04-22,12:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,0,73.7,55.5,53,0,4,29.91,0.0,0.0,1,262.5749206542969,0,0,0
26032,26033,293.840082804362,2017-04-22 01:00:00,2017-04-22,01:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,1,72.1,55.6,56,0,1,29.91,0.0,0.0,1,264.8388977050781,0,0,0
26033,26034,283.803700764974,2017-04-22 02:00:00,2017-04-22,02:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,2,70.9,55.4,58,0,3,29.9,0.0,0.0,1,257.77197265625,0,0,0
26034,26035,284.713902791341,2017-04-22 03:00:00,2017-04-22,03:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,3,69.6,55.6,61,0,4,29.88,0.0,0.0,1,239.3077850341797,0,0,0
26035,26036,284.005971272786,2017-04-22 04:00:00,2017-04-22,04:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,4,68.3,56.1,65,0,4,29.87,0.0,0.0,1,241.1536865234375,0,0,0
26036,26037,281.21662902832,2017-04-22 05:00:00,2017-04-22,05:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,5,67.4,56.1,67,0,4,29.87,0.0,0.0,1,241.1536865234375,0,0,0
26037,26038,281.234385172526,2017-04-22 06:00:00,2017-04-22,06:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,6,66.1,56.4,71,4,4,29.87,0.0,0.0,1,242.4930877685547,0,0,0
26038,26039,265.576288859049,2017-04-22 07:00:00,2017-04-22,07:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,7,65.5,56.6,73,2,4,29.9,0.0,0.0,1,239.39100646972656,0,0,0
26039,26040,270.93792215983103,2017-04-22 08:00:00,2017-04-22,08:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,8,66.0,57.5,74,0,3,29.91,0.0,0.0,1,237.34689331054688,0,0,0
26040,26041,268.864570617676,2017-04-22 09:00:00,2017-04-22,09:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,9,71.3,57.6,62,0,6,29.91,0.0,0.0,1,228.60116577148438,0,0,0
26041,26042,266.30219523112004,2017-04-22 10:00:00,2017-04-22,10:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,10,74.6,56.4,53,3,5,29.93,0.0,0.0,1,223.72756958007812,0,0,0
26042,26043,268.33115895589196,2017-04-22 11:00:00,2017-04-22,11:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,11,77.2,58.2,52,0,10,29.94,0.0,0.0,1,223.7213134765625,0,0,0
26043,26044,260.37203725179,2017-04-22 12:00:00,2017-04-22,12:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,12,79.9,53.5,40,1,13,29.93,0.0,0.0,1,219.52162170410156,0,0,0
26044,26045,261.24961598714196,2017-04-22 13:00:00,2017-04-22,01:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,13,81.2,51.0,35,0,10,29.92,0.0,0.0,1,228.1090850830078,0,0,0
26045,26046,279.61536916097,2017-04-22 14:00:00,2017-04-22,02:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,14,82.0,50.9,34,0,10,29.89,0.0,0.0,1,226.56724548339844,0,0,0
26046,26047,270.900108337402,2017-04-22 15:00:00,2017-04-22,03:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,15,80.1,50.0,35,0,11,29.86,0.0,0.0,1,230.72421264648438,0,0,0
26047,26048,275.13954671223996,2017-04-22 16:00:00,2017-04-22,04:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,16,81.1,49.3,33,0,18,29.83,0.0,0.0,1,235.0893096923828,0,0,0
26048,26049,288.463396708171,2017-04-22 17:00:00,2017-04-22,05:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,17,81.6,48.9,32,0,11,29.81,0.0,0.0,1,243.03492736816406,0,0,0
26049,26050,306.17051442464196,2017-04-22 18:00:00,2017-04-22,06:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,18,80.7,52.0,37,0,14,29.81,0.0,0.0,1,262.4700012207031,0,0,0
26050,26051,308.74713134765597,2017-04-22 19:00:00,2017-04-22,07:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,19,79.0,54.6,43,0,4,29.79,0.0,0.0,1,276.8730773925781,0,0,0
26051,26052,304.59263610839804,2017-04-22 20:00:00,2017-04-22,08:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,20,77.2,55.4,47,0,9,29.8,0.0,0.0,1,275.3089904785156,0,0,0
26052,26053,302.686391194661,2017-04-22 21:00:00,2017-04-22,09:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,21,75.3,56.5,52,0,1,29.83,0.0,0.0,1,274.7046813964844,0,0,0
26053,26054,297.096654256185,2017-04-22 22:00:00,2017-04-22,10:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,22,74.6,56.9,54,0,3,29.84,0.0,0.0,1,275.59442138671875,0,0,0
26054,26055,301.585952758789,2017-04-22 23:00:00,2017-04-22,11:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,112,22,16,4,0,1,0,0,23,74.7,57.0,54,0,5,29.84,0.0,0.0,1,278.45306396484375,0,0,0
26055,26056,298.813430786133,2017-04-23 00:00:00,2017-04-23,12:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,23,17,4,0,1,0,0,0,68.8,57.4,67,4,8,29.86,0.0,0.0,1,277.4188232421875,0,0,0
26056,26057,298.993220011393,2017-04-23 01:00:00,2017-04-23,01:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,23,17,4,0,1,0,0,1,65.8,56.9,73,5,6,29.86,0.0,0.0,1,273.9963684082031,0,0,0
26057,26058,288.472752888997,2017-04-23 02:00:00,2017-04-23,02:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,23,17,4,0,1,0,0,2,64.8,57.1,76,6,11,29.83,0.0,0.0,1,268.23260498046875,0,0,0
26058,26059,283.96321614583303,2017-04-23 03:00:00,2017-04-23,03:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,23,17,4,0,1,0,0,3,65.0,56.5,74,6,9,29.82,0.0,0.0,1,253.718994140625,0,0,0
26059,26060,279.27801005045603,2017-04-23 04:00:00,2017-04-23,04:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,23,17,4,0,1,0,0,4,64.3,56.2,75,0,11,29.79,0.0,0.0,1,254.88848876953125,0,0,0
26060,26061,272.653940836589,2017-04-23 05:00:00,2017-04-23,05:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,23,17,4,0,1,0,0,5,63.5,56.5,78,0,6,29.81,0.0,0.0,1,253.6757049560547,0,0,0
26061,26062,265.32188161214196,2017-04-23 06:00:00,2017-04-23,06:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,23,17,4,0,1,0,0,6,63.2,56.2,78,3,11,29.8,0.0,0.0,1,252.2566375732422,0,0,0
26062,26063,256.67710113525396,2017-04-23 07:00:00,2017-04-23,07:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,23,17,4,0,1,0,0,7,62.6,57.7,84,4,14,29.82,0.0,0.0,1,236.51516723632812,0,0,0
26063,26064,269.852442423503,2017-04-23 08:00:00,2017-04-23,08:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,23,17,4,0,1,0,0,8,62.3,57.4,84,1,12,29.83,0.0,0.0,1,230.34356689453125,0,0,0
26064,26065,271.15793355306,2017-04-23 09:00:00,2017-04-23,09:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,23,17,4,0,1,0,0,9,62.7,56.8,81,2,10,29.82,0.0,0.0,1,223.99000549316406,0,0,0
26065,26066,272.930216471354,2017-04-23 10:00:00,2017-04-23,10:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,23,17,4,0,1,0,0,10,62.3,57.1,83,1,12,29.82,0.0,0.0,1,231.9505615234375,0,0,0
26066,26067,277.266321818034,2017-04-23 11:00:00,2017-04-23,11:00 AM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,23,17,4,0,1,0,0,11,62.9,57.7,83,3,19,29.82,0.0,0.0,1,232.39825439453125,0,0,0
26067,26068,281.615839640299,2017-04-23 12:00:00,2017-04-23,12:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,23,17,4,0,1,0,0,12,63.4,59.5,87,5,11,29.81,0.02,0.02,1,238.8925018310547,0,0,0
26068,26069,299.58832804362004,2017-04-23 13:00:00,2017-04-23,01:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,23,17,4,0,1,0,0,13,64.0,60.7,89,5,11,29.78,0.02,0.03,1,248.19375610351562,0,0,0
26069,26070,315.79352315266897,2017-04-23 14:00:00,2017-04-23,02:00 PM,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,23,17,4,0,1,0,0,14,65.0,61.7,89,6,11,29.76,0.1,0.13,1,256.8052673339844,0,0,0
